timestamp,battery_id,state,speed_kph,voltage_V,current_A,soc_percent,state_of_health,ambient_temp_C
2024-01-15 06:32:00,KF-A100,in_use,,50.06,21.5,96.2,,29.54
2024-01-15 06:32:30,KF-A100,in_use,30.8,50.01,19.43,96.13,90.52,26.25
2024-01-15 06:33:00,KF-A100,in_use,39.74,50.63,15.5,96.07,92.85,26.63
2024-01-15 06:33:30,KF-A100,in_use,24.76,49.67,21.39,96.0,91.42,26.81
2024-01-15 06:34:00,KF-A100,in_use,32.09,50.62,14.58,95.94,88.3,28.49
2024-01-15 06:34:30,KF-A100,in_use,36.57,,14.59,95.89,93.06,27.95
2024-01-15 06:35:00,KF-A100,in_use,48.32,49.76,15.44,95.82,89.75,27.05
2024-01-15 06:35:30,KF-A100,in_use,27.61,50.11,20.11,95.77,,32.26
2024-01-15 06:36:00,KF-A100,in_use,30.39,51.52,17.81,95.71,93.3,25.59
2024-01-15 06:36:30,KF-A100,in_use,40.66,50.75,19.95,95.65,92.24,23.86
2024-01-15 06:37:00,KF-A100,in_use,36.42,50.65,19.22,95.61,92.12,29.16
2024-01-15 06:37:30,KF-A100,in_use,38.44,50.61,15.45,95.55,88.84,29.11
2024-01-15 06:38:00,KF-A100,in_use,42.51,50.54,17.08,95.49,90.13,26.38
2024-01-15 06:38:30,KF-A100,in_use,46.58,,15.03,,91.53,28.78
2024-01-15 06:39:00,KF-A100,in_use,30.86,51.42,17.27,95.35,90.11,29.91
2024-01-15 06:39:30,KF-A100,in_use,26.97,50.49,18.47,95.3,94.1,25.0
2024-01-15 06:40:00,KF-A100,in_use,34.6,50.05,18.76,95.24,91.33,27.98
2024-01-15 06:40:30,KF-A100,in_use,29.9,51.07,16.86,95.16,89.34,27.94
2024-01-15 06:41:00,KF-A100,in_use,30.1,50.61,18.67,95.11,92.32,31.02
2024-01-15 06:41:30,KF-A100,in_use,30.86,50.49,20.38,95.05,96.05,25.94
2024-01-15 06:42:00,KF-A100,in_use,39.73,50.83,19.01,94.97,93.13,
2024-01-15 06:42:30,KF-A100,in_use,33.66,50.98,,94.91,91.74,26.21
2024-01-15 06:43:00,KF-A100,in_use,24.12,50.76,22.33,94.85,90.38,27.44
2024-01-15 06:43:30,KF-A100,in_use,31.43,50.93,,94.78,91.27,25.6
2024-01-15 06:44:00,KF-A100,in_use,30.53,51.13,17.87,94.72,89.89,30.76
2024-01-15 06:44:30,KF-A100,in_use,26.83,50.6,16.87,94.65,88.44,28.74
2024-01-15 06:45:00,KF-A100,in_use,22.8,,18.49,94.6,90.52,27.7
2024-01-15 06:45:30,KF-A100,in_use,37.74,,18.9,94.53,92.29,29.66
2024-01-15 06:46:00,KF-A100,in_use,29.59,50.48,15.14,94.46,,25.64
2024-01-15 06:46:30,KF-A100,in_use,31.38,,19.52,94.42,92.57,27.85
2024-01-15 06:47:00,KF-A100,in_use,34.97,51.1,19.75,94.37,,27.05
2024-01-15 06:47:30,KF-A100,in_use,26.99,51.22,19.28,94.32,,28.15
2024-01-15 06:48:00,KF-A100,in_use,35.48,50.78,18.79,94.26,92.79,28.27
2024-01-15 06:48:30,KF-A100,in_use,51.6,51.19,18.4,94.21,89.7,26.03
2024-01-15 06:49:00,KF-A100,in_use,34.81,51.19,18.87,,91.08,27.24
2024-01-15 06:49:30,KF-A100,in_use,38.19,,21.15,94.06,88.55,24.07
2024-01-15 06:50:00,KF-A100,in_use,43.63,50.43,19.77,94.0,92.3,23.85
2024-01-15 06:50:30,KF-A100,in_use,38.95,50.28,16.66,93.94,90.95,29.35
2024-01-15 06:51:00,KF-A100,in_use,32.1,49.98,20.32,93.89,90.06,27.69
2024-01-15 06:51:30,KF-A100,in_use,42.97,49.88,,93.83,94.0,28.7
2024-01-15 06:52:00,KF-A100,in_use,38.06,50.91,18.48,93.77,,26.61
2024-01-15 06:52:30,KF-A100,in_use,40.86,50.53,14.0,93.71,92.83,
2024-01-15 06:53:00,KF-A100,in_use,43.87,50.75,15.89,93.66,89.75,30.83
2024-01-15 06:53:30,KF-A100,in_use,54.23,50.58,20.1,93.6,93.21,29.37
2024-01-15 06:54:00,KF-A100,in_use,34.49,50.63,18.84,93.54,94.23,27.91
2024-01-15 06:54:30,KF-A100,in_use,32.62,50.44,18.25,93.47,90.65,27.03
2024-01-15 06:55:00,KF-A100,in_use,29.89,51.16,20.02,93.42,,31.5
2024-01-15 06:55:30,KF-A100,in_use,23.88,50.91,22.88,,93.77,
2024-01-15 06:56:00,KF-A100,in_use,41.07,50.54,17.87,93.31,89.49,26.44
2024-01-15 06:56:30,KF-A100,in_use,42.35,50.1,19.88,93.27,89.04,26.55
2024-01-15 06:57:00,KF-A100,in_use,,50.49,19.1,93.2,91.45,29.73
2024-01-15 06:57:30,KF-A100,in_use,29.38,49.94,21.5,93.15,88.51,25.61
2024-01-15 06:58:00,KF-A100,in_use,28.32,50.02,,93.07,92.27,27.83
2024-01-15 06:58:30,KF-A100,in_use,30.54,50.46,23.16,93.02,89.39,30.28
2024-01-15 06:59:00,KF-A100,in_use,39.55,50.35,17.59,92.95,89.84,24.97
2024-01-15 06:59:30,KF-A100,in_use,36.87,50.63,19.67,92.9,87.01,27.75
2024-01-15 07:00:00,KF-A100,in_use,29.36,50.72,18.15,92.84,92.08,25.16
2024-01-15 07:00:30,KF-A100,in_use,43.73,50.06,17.37,92.78,93.43,27.28
2024-01-15 07:01:00,KF-A100,in_use,40.66,50.19,15.34,92.71,87.33,28.02
2024-01-15 07:01:30,KF-A100,in_use,35.65,50.87,17.42,92.65,91.53,27.64
2024-01-15 07:02:00,KF-A100,in_use,35.23,50.93,18.95,92.59,90.95,28.64
2024-01-15 07:02:30,KF-A100,in_use,30.12,50.52,19.06,92.53,90.86,27.97
2024-01-15 07:03:00,KF-A100,in_use,47.25,50.41,20.98,92.46,91.3,26.33
2024-01-15 07:03:30,KF-A100,in_use,31.89,50.56,18.01,92.4,91.87,29.38
2024-01-15 07:04:00,KF-A100,in_use,24.06,,14.4,92.34,,28.52
2024-01-15 07:04:30,KF-A100,in_use,30.63,49.91,18.37,92.27,90.97,28.16
2024-01-15 07:05:00,KF-A100,in_use,31.45,50.43,21.42,92.22,88.26,23.77
2024-01-15 07:05:30,KF-A100,in_use,30.16,50.77,17.02,92.14,95.31,25.79
2024-01-15 07:06:00,KF-A100,in_use,38.68,,18.27,92.09,90.27,27.37
2024-01-15 07:06:30,KF-A100,in_use,44.6,,19.07,92.04,93.37,28.44
2024-01-15 07:07:00,KF-A100,in_use,23.63,50.37,,91.96,93.66,28.11
2024-01-15 07:07:30,KF-A100,in_use,35.46,51.11,19.02,91.9,92.08,29.15
2024-01-15 07:08:00,KF-A100,in_use,51.45,50.41,17.45,91.85,91.61,28.63
2024-01-15 07:08:30,KF-A100,in_use,33.01,50.7,19.47,91.77,,29.35
2024-01-15 07:09:00,KF-A100,in_use,38.2,50.29,19.17,91.72,93.48,27.04
2024-01-15 07:09:30,KF-A100,in_use,,51.02,19.35,91.66,90.72,24.55
2024-01-15 07:10:00,KF-A100,in_use,30.36,51.17,18.79,,88.61,
2024-01-15 07:10:30,KF-A100,in_use,28.72,50.45,18.84,91.53,89.23,26.13
2024-01-15 07:11:00,KF-A100,in_use,36.8,49.93,14.48,91.46,87.95,29.53
2024-01-15 07:11:30,KF-A100,in_use,47.34,51.32,20.42,91.38,93.05,28.19
2024-01-15 07:12:00,KF-A100,in_use,40.57,50.54,20.96,91.31,88.72,26.61
2024-01-15 07:12:30,KF-A100,in_use,26.81,50.99,19.16,91.23,90.55,25.08
2024-01-15 07:13:00,KF-A100,in_use,36.13,50.63,17.7,91.19,90.07,23.81
2024-01-15 07:13:30,KF-A100,in_use,34.78,51.16,17.09,91.11,89.8,27.94
2024-01-15 07:14:00,KF-A100,in_use,34.2,50.15,16.35,91.05,90.55,27.73
2024-01-15 07:14:30,KF-A100,in_use,15.61,50.79,17.44,90.98,91.13,28.03
2024-01-15 07:15:00,KF-A100,in_use,41.35,50.62,15.29,90.93,91.93,26.93
2024-01-15 07:15:30,KF-A100,in_use,36.6,50.09,18.12,90.86,91.86,28.39
2024-01-15 07:16:00,KF-A100,in_use,38.49,49.55,15.98,90.79,92.24,31.11
2024-01-15 07:16:30,KF-A100,in_use,29.83,50.31,16.09,90.74,91.25,30.25
2024-01-15 07:17:00,KF-A100,in_use,42.06,50.43,24.39,90.68,91.6,25.5
2024-01-15 07:17:30,KF-A100,in_use,42.35,51.25,20.16,90.63,90.11,29.56
2024-01-15 07:18:00,KF-A100,in_use,32.32,50.12,18.85,90.57,95.13,24.86
2024-01-15 07:18:30,KF-A100,in_use,26.5,50.43,19.97,90.51,93.37,32.18
2024-01-15 07:19:00,KF-A100,in_use,36.35,50.1,20.28,90.44,93.63,26.76
2024-01-15 07:19:30,KF-A100,in_use,41.72,50.4,17.27,90.37,90.22,25.16
2024-01-15 07:20:00,KF-A100,in_use,38.23,50.14,18.65,90.31,88.64,29.38
2024-01-15 07:20:30,KF-A100,in_use,,50.55,21.88,90.26,89.0,25.64
2024-01-15 07:21:00,KF-A100,in_use,40.08,50.66,17.52,90.19,92.35,30.8
2024-01-15 07:21:30,KF-A100,in_use,30.72,50.63,18.38,90.13,,26.13
2024-01-15 07:22:00,KF-A100,in_use,27.52,50.29,,90.06,91.73,30.68
2024-01-15 07:22:30,KF-A100,in_use,26.57,,21.42,90.01,90.79,26.66
2024-01-15 07:23:00,KF-A100,in_use,27.58,50.89,19.0,89.95,91.38,29.0
2024-01-15 07:23:30,KF-A100,in_use,33.9,51.14,20.63,89.88,94.28,28.48
2024-01-15 07:24:00,KF-A100,in_use,35.99,50.52,21.39,,89.75,27.39
2024-01-15 07:24:30,KF-A100,in_use,,,19.52,,91.16,24.08
2024-01-15 07:25:00,KF-A100,in_use,37.55,49.75,18.23,89.68,90.68,28.34
2024-01-15 07:25:30,KF-A100,in_use,50.21,50.22,14.97,89.62,87.39,23.83
2024-01-15 07:26:00,KF-A100,in_use,31.14,51.14,19.79,89.56,90.46,25.22
2024-01-15 07:26:30,KF-A100,in_use,33.2,,18.88,89.51,88.82,29.82
2024-01-15 07:27:00,KF-A100,in_use,30.1,50.04,18.22,,90.93,26.58
2024-01-15 07:27:30,KF-A100,in_use,45.13,50.89,18.85,89.39,89.71,30.55
2024-01-15 07:28:00,KF-A100,in_use,37.31,50.45,19.62,89.33,92.59,23.5
2024-01-15 07:28:30,KF-A100,in_use,26.15,50.38,19.56,89.27,93.62,29.79
2024-01-15 07:29:00,KF-A100,in_use,25.13,,18.56,89.22,89.38,
2024-01-15 07:29:30,KF-A100,in_use,34.29,50.4,21.2,89.16,92.12,26.41
2024-01-15 07:30:00,KF-A100,in_use,34.14,49.87,15.75,89.1,88.61,27.29
2024-01-15 07:30:30,KF-A100,in_use,28.7,50.43,17.06,89.04,87.04,28.5
2024-01-15 07:31:00,KF-A100,in_use,43.81,50.01,18.99,88.96,90.07,26.79
2024-01-15 07:31:30,KF-A100,in_use,43.69,50.62,17.22,88.9,91.54,26.31
2024-01-15 07:32:00,KF-A100,in_use,44.01,49.79,20.52,88.84,89.19,25.69
2024-01-15 07:32:30,KF-A100,in_use,34.56,50.71,19.29,88.78,92.11,27.18
2024-01-15 07:33:00,KF-A100,in_use,39.75,50.76,18.39,88.75,90.96,26.22
2024-01-15 07:33:30,KF-A100,in_use,29.99,50.88,19.03,88.68,92.45,28.03
2024-01-15 07:34:00,KF-A100,in_use,37.81,50.49,16.24,88.61,90.67,25.51
2024-01-15 07:34:30,KF-A100,in_use,19.85,50.5,16.37,88.55,92.32,28.88
2024-01-15 07:35:00,KF-A100,in_use,41.64,50.39,13.99,88.49,92.27,24.52
2024-01-15 07:35:30,KF-A100,in_use,10.84,51.22,20.48,88.43,91.42,26.02
2024-01-15 07:36:00,KF-A100,in_use,38.14,50.49,14.46,88.37,,26.18
2024-01-15 07:36:30,KF-A100,in_use,32.38,50.83,16.27,88.31,89.68,26.39
2024-01-15 07:37:00,KF-A100,in_use,41.81,50.66,17.79,88.25,,25.83
2024-01-15 07:37:30,KF-A100,in_use,42.72,50.54,,88.18,89.76,26.37
2024-01-15 07:38:00,KF-A100,in_use,23.45,50.28,15.56,88.15,89.98,26.7
2024-01-15 07:38:30,KF-A100,in_use,43.31,50.77,15.86,88.09,87.89,28.64
2024-01-15 07:39:00,KF-A100,in_use,27.8,50.37,19.21,88.02,,26.67
2024-01-15 07:39:30,KF-A100,in_use,,49.48,17.62,87.97,95.83,28.57
2024-01-15 07:40:00,KF-A100,in_use,40.72,50.68,,87.9,92.35,28.18
2024-01-15 07:40:30,KF-A100,in_use,25.09,50.57,18.1,87.86,91.35,27.49
2024-01-15 07:41:00,KF-A100,in_use,34.17,50.43,21.32,87.81,91.04,27.46
2024-01-15 07:41:30,KF-A100,in_use,45.25,50.06,18.49,87.75,92.0,29.28
2024-01-15 07:42:00,KF-A100,in_use,42.9,50.37,18.3,87.69,89.33,31.18
2024-01-15 07:42:30,KF-A100,in_use,,50.43,20.75,87.63,,30.07
2024-01-15 07:43:00,KF-A100,in_use,31.57,49.86,18.92,87.57,95.05,24.27
2024-01-15 07:43:30,KF-A100,in_use,38.41,50.24,18.98,87.51,94.61,26.62
2024-01-15 07:44:00,KF-A100,in_use,32.5,50.0,19.21,,92.76,26.1
2024-01-15 07:44:30,KF-A100,in_use,32.13,50.8,17.64,87.39,89.7,29.64
2024-01-15 07:45:00,KF-A100,in_use,29.52,49.71,19.79,87.32,88.58,
2024-01-15 07:45:30,KF-A100,in_use,31.74,50.54,19.17,87.26,94.95,23.87
2024-01-15 07:46:00,KF-A100,in_use,33.49,50.45,21.02,87.19,88.1,26.98
2024-01-15 07:46:30,KF-A100,in_use,14.17,50.67,18.81,87.13,93.47,24.86
2024-01-15 07:47:00,KF-A100,in_use,30.97,50.64,17.03,87.07,89.65,
2024-01-15 07:47:30,KF-A100,in_use,40.43,50.77,18.93,87.02,87.55,25.64
2024-01-15 07:48:00,KF-A100,in_use,30.22,51.2,19.96,86.94,91.17,
2024-01-15 07:48:30,KF-A100,in_use,40.2,50.92,16.0,86.9,90.23,27.5
2024-01-15 07:49:00,KF-A100,in_use,32.43,50.59,19.0,86.82,92.33,27.84
2024-01-15 07:49:30,KF-A100,in_use,38.52,50.68,21.35,86.75,90.99,
2024-01-15 07:50:00,KF-A100,in_use,22.86,50.86,19.15,86.7,92.0,27.1
2024-01-15 07:50:30,KF-A100,in_use,17.77,50.31,16.27,86.63,92.39,26.22
2024-01-15 07:51:00,KF-A100,in_use,32.05,49.79,18.82,86.57,88.94,24.29
2024-01-15 07:51:30,KF-A100,in_use,30.71,50.05,20.47,86.52,90.69,25.9
2024-01-15 07:52:00,KF-A100,in_use,31.69,50.11,16.09,86.46,91.69,26.9
2024-01-15 07:52:30,KF-A100,in_use,42.12,49.76,16.14,86.39,88.01,25.7
2024-01-15 07:53:00,KF-A100,in_use,29.23,50.28,,86.33,94.35,29.68
2024-01-15 07:53:30,KF-A100,in_use,41.55,50.05,16.16,86.25,93.04,27.54
2024-01-15 07:54:00,KF-A100,in_use,38.13,50.92,20.34,86.21,90.54,26.91
2024-01-15 07:54:30,KF-A100,in_use,39.52,50.49,17.65,86.16,91.45,
2024-01-15 07:55:00,KF-A100,in_use,49.0,49.98,19.38,,89.99,27.53
2024-01-15 07:55:30,KF-A100,in_use,27.67,50.47,16.57,86.03,92.36,29.97
2024-01-15 07:56:00,KF-A100,in_use,35.61,50.69,15.52,85.96,92.74,28.77
2024-01-15 07:56:30,KF-A100,in_use,28.71,50.62,19.44,85.92,90.54,29.91
2024-01-15 07:57:00,KF-A100,in_use,30.6,50.35,17.91,85.85,91.05,23.16
2024-01-15 07:57:30,KF-A100,in_use,24.95,50.39,17.44,85.78,92.58,27.68
2024-01-15 07:58:00,KF-A100,in_use,58.59,49.96,15.36,85.71,91.96,28.09
2024-01-15 07:58:30,KF-A100,in_use,33.16,50.57,23.97,85.66,91.73,26.37
2024-01-15 07:59:00,KF-A100,in_use,38.79,,16.16,85.6,90.17,26.41
2024-01-15 07:59:30,KF-A100,in_use,29.32,50.41,17.38,85.56,95.85,27.87
2024-01-15 08:00:00,KF-A100,in_use,43.17,49.87,14.24,85.48,94.74,27.78
2024-01-15 08:00:30,KF-A100,in_use,26.89,50.13,18.51,85.42,89.21,26.18
2024-01-15 08:01:00,KF-A100,in_use,32.6,,15.78,85.36,93.93,28.99
2024-01-15 08:01:30,KF-A100,in_use,34.58,50.94,16.75,85.28,88.36,26.59
2024-01-15 08:02:00,KF-A100,in_use,34.66,50.84,13.51,85.22,89.79,27.42
2024-01-15 08:02:30,KF-A100,in_use,29.92,50.25,17.63,,89.79,22.59
2024-01-15 08:03:00,KF-A100,in_use,33.39,50.74,19.34,85.12,89.53,27.16
2024-01-15 08:03:30,KF-A100,in_use,38.28,51.06,19.4,85.06,90.11,26.04
2024-01-15 08:04:00,KF-A100,in_use,36.53,50.09,18.8,84.99,94.62,26.56
2024-01-15 08:04:30,KF-A100,in_use,35.12,50.14,21.04,84.93,92.02,29.06
2024-01-15 08:05:00,KF-A100,in_use,25.6,50.74,16.1,84.87,91.93,24.27
2024-01-15 08:05:30,KF-A100,in_use,,50.1,14.07,84.82,91.7,23.87
2024-01-15 08:06:00,KF-A100,in_use,37.68,50.69,14.93,,92.51,28.22
2024-01-15 08:06:30,KF-A100,in_use,34.69,,20.86,84.7,93.16,
2024-01-15 08:07:00,KF-A100,in_use,38.09,51.3,20.05,84.63,91.5,29.09
2024-01-15 08:07:30,KF-A100,in_use,39.0,50.65,13.8,84.58,92.25,28.77
2024-01-15 08:08:00,KF-A100,in_use,50.7,50.9,20.68,84.52,89.52,26.03
2024-01-15 08:08:30,KF-A100,in_use,32.32,51.12,19.71,84.46,91.83,27.93
2024-01-15 08:09:00,KF-A100,in_use,,51.2,21.15,84.4,90.07,26.7
2024-01-15 08:09:30,KF-A100,in_use,25.96,,16.39,84.33,92.79,25.74
2024-01-15 08:10:00,KF-A100,in_use,30.87,50.42,16.51,84.28,90.65,23.9
2024-01-15 08:10:30,KF-A100,in_use,34.51,50.85,16.7,84.21,88.59,24.92
2024-01-15 08:11:00,KF-A100,in_use,39.76,50.33,16.15,84.16,90.94,25.3
2024-01-15 08:11:30,KF-A100,in_use,37.8,50.46,14.45,84.11,90.84,25.33
2024-01-15 08:12:00,KF-A100,in_use,49.66,50.69,18.74,84.04,91.79,23.14
2024-01-15 08:12:30,KF-A100,in_use,34.58,51.0,17.88,83.96,92.9,26.27
2024-01-15 08:13:00,KF-A100,in_use,50.23,51.39,17.68,83.88,91.59,23.97
2024-01-15 08:13:30,KF-A100,in_use,30.14,50.28,19.67,83.83,88.79,27.44
2024-01-15 08:14:00,KF-A100,in_use,30.75,50.06,,83.77,91.82,26.38
2024-01-15 08:14:30,KF-A100,in_use,29.9,,16.83,83.7,90.94,25.18
2024-01-15 08:15:00,KF-A100,in_use,17.09,50.26,18.92,83.66,85.5,26.0
2024-01-15 08:15:30,KF-A100,in_use,36.13,,18.43,83.62,92.02,34.85
2024-01-15 08:16:00,KF-A100,in_use,34.64,50.27,18.66,83.57,87.97,28.5
2024-01-15 08:16:30,KF-A100,in_use,29.15,,21.7,83.5,90.65,28.34
2024-01-15 08:17:00,KF-A100,in_use,33.44,50.54,18.5,83.44,90.77,27.43
2024-01-15 08:17:30,KF-A100,in_use,27.89,50.85,20.95,83.37,89.79,26.54
2024-01-15 08:18:00,KF-A100,in_use,40.12,50.63,15.7,83.31,91.17,21.02
2024-01-15 08:18:30,KF-A100,in_use,27.41,50.87,17.53,83.24,93.27,24.79
2024-01-15 08:19:00,KF-A100,in_use,37.82,49.77,18.54,83.18,87.18,26.86
2024-01-15 08:19:30,KF-A100,in_use,45.11,50.72,18.4,83.13,,29.54
2024-01-15 08:20:00,KF-A100,in_use,,50.05,22.82,83.07,94.03,28.2
2024-01-15 08:20:30,KF-A100,in_use,37.67,49.74,16.28,83.01,90.17,30.78
2024-01-15 08:21:00,KF-A100,in_use,34.25,49.99,15.21,82.94,89.83,29.08
2024-01-15 08:21:30,KF-A100,in_use,44.6,50.34,20.31,82.88,87.26,
2024-01-15 08:22:00,KF-A100,in_use,15.09,50.68,16.04,82.83,91.12,27.89
2024-01-15 08:22:30,KF-A100,in_use,30.31,50.79,13.9,82.77,93.32,26.33
2024-01-15 08:23:00,KF-A100,in_use,48.88,50.28,,82.71,88.6,26.21
2024-01-15 08:23:30,KF-A100,in_use,22.88,51.2,18.04,82.65,91.45,28.39
2024-01-15 08:24:00,KF-A100,in_use,41.2,50.59,17.5,82.59,93.4,27.28
2024-01-15 08:24:30,KF-A100,in_use,19.39,49.77,19.52,82.52,90.81,27.84
2024-01-15 08:25:00,KF-A100,in_use,29.34,51.16,20.14,82.46,89.54,27.72
2024-01-15 08:25:30,KF-A100,in_use,25.71,50.38,15.58,,91.78,27.5
2024-01-15 08:26:00,KF-A100,in_use,31.13,,17.28,82.34,,28.48
2024-01-15 08:26:30,KF-A100,in_use,34.29,49.81,20.99,82.29,91.08,27.89
2024-01-15 08:27:00,KF-A100,in_use,34.21,50.67,18.94,82.23,89.58,25.58
2024-01-15 08:27:30,KF-A100,in_use,11.74,50.08,14.74,82.18,88.53,27.22
2024-01-15 08:28:00,KF-A100,in_use,25.77,50.34,18.32,82.13,90.81,26.17
2024-01-15 08:28:30,KF-A100,in_use,26.98,49.91,17.0,82.08,92.95,28.03
2024-01-15 08:29:00,KF-A100,in_use,25.43,50.86,21.66,82.01,90.18,28.42
2024-01-15 08:29:30,KF-A100,in_use,32.02,,18.85,,91.44,29.56
2024-01-15 08:30:00,KF-A100,in_use,27.38,50.19,19.66,81.89,92.8,27.9
2024-01-15 08:30:30,KF-A100,in_use,21.75,50.21,19.44,81.84,88.9,28.51
